Text,AuthorID,Timestamp
@DanRather Screw you!! Donate your wealth!! Piece of shit!!,78661399,2022-05-14T21:25:54.000Z
"@DanRather If you support a comedian who hid his illegitimate billions of dollars in Panama, and the Nazi Azov Battalion, and impoverish your own citizens at the same time, you might need to think again.",1490671260128649217,2022-05-14T21:25:11.000Z
"@DanRather The tip off is, you are wrong.

One has nothing to do with the other or are mutually exclusive.

I condemn Putin and his Napoleon complex.

I also believe irresponsible support of Valensky, without Inspector General oversight is anathema to the people of this country.",1364194447,2022-05-14T21:24:52.000Z
"@DanRather Or you just have common sense. 

Time to retire Dan. It’s over.",1525130429233233924,2022-05-14T21:24:43.000Z
"@DanRather Don’t look over here, look over there.",2293399698,2022-05-14T21:22:41.000Z
@DanRather Zelensky has lost control and everyone listens to him like a war hero.... He's just an actor... And currently an influencer,702652896991711232,2022-05-14T21:21:24.000Z
@DanRather I think freedom and democracy doesn't exist. It's an illusion!,1506786990532005888,2022-05-14T21:19:33.000Z
@DanRather Gfys,3020869961,2022-05-14T21:18:27.000Z
@DanRather Aid for Ukraine is aid for fascists.,1231345603654934529,2022-05-14T21:14:02.000Z
@DanRather Stop preaching. It’s boring.,926942418200616966,2022-05-14T21:11:15.000Z
@DanRather Ukraine is corrupt pile of shit that Democrats have been using for money laundering for years.  Not surprised you still don't do any reporting and just parrot any and all Democrat talking points,334275232,2022-05-14T21:09:57.000Z
@DanRather So you are talking about Russians? x,1260228983821602821,2022-05-14T21:06:13.000Z
"@DanRather If you are voting for aid for Ukraine, the most corrupt, extremist, racist &amp; antidemocratic country in Europe, which kills opponents, journalists and POW and closes all opposition media &amp; political parties, it might be a big tip off what you really think of freedom and democracy.",384778627,2022-05-14T21:05:54.000Z
@DanRather Love freedom and democracy. Just wish it applied to blacks too in this land of 'liberty and justice' for a few. Holla.,717382041138900994,2022-05-14T21:05:38.000Z
"@DanRather Dan, we are a Republic.

If YOU want to go to war, come to Oklahoma and I'll GIVE you a rifle and drive you to the airport.

NEITHER of my boys will go to war for mass-media causes.",1462582601210908676,2022-05-14T21:01:01.000Z
@DanRather Well said!! 👏👏👏👏👏👏👏👏,1511066518502653965,2022-05-14T21:00:30.000Z
